#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LYL1	OLIG2	9606.ENSP00000264824	9606.ENSP00000331040	0	0	0	0	0.058	0.071	0	0.517	0.541
LYL1	ID3	9606.ENSP00000264824	9606.ENSP00000363689	0	0	0	0	0.042	0	0.500	0.167	0.566
LYL1	ID1	9606.ENSP00000264824	9606.ENSP00000365280	0	0	0	0	0	0.125	0.500	0.187	0.613
LYL1	TCF12	9606.ENSP00000264824	9606.ENSP00000388940	0	0	0	0	0.049	0.178	0	0.601	0.661
LYL1	TAL1	9606.ENSP00000264824	9606.ENSP00000294339	0	0	0	0.799	0.181	0.292	0	0.692	0.805
MAX	MNT	9606.ENSP00000351490	9606.ENSP00000174618	0	0	0	0.706	0.048	0.872	0	0.570	0.943
MAX	EPAS1	9606.ENSP00000351490	9606.ENSP00000263734	0	0	0	0	0.090	0.294	0	0.575	0.704
MAX	MXD1	9606.ENSP00000351490	9606.ENSP00000264444	0	0	0	0	0.065	0.991	0.540	0.861	0.999
MAX	MYCN	9606.ENSP00000351490	9606.ENSP00000281043	0	0	0	0.696	0	0.894	0	0.964	0.996
MAX	MLXIP	9606.ENSP00000351490	9606.ENSP00000312834	0	0	0	0	0.056	0	0	0.464	0.472
MAX	MXI1	9606.ENSP00000351490	9606.ENSP00000331152	0	0	0	0	0.092	0.934	0	0.979	0.998
MAX	MXD4	9606.ENSP00000351490	9606.ENSP00000337889	0	0	0	0	0.049	0.797	0	0.511	0.897
MAX	HIF1A	9606.ENSP00000351490	9606.ENSP00000437955	0	0	0	0	0.105	0.294	0	0.258	0.491
MAX	USF1	9606.ENSP00000351490	9606.ENSP00000357000	0	0	0	0.693	0.049	0.292	0	0.472	0.613
MAX	MXD3	9606.ENSP00000351490	9606.ENSP00000401867	0	0	0	0	0	0.837	0	0.448	0.906
MAX	MYCL	9606.ENSP00000351490	9606.ENSP00000380494	0	0	0	0.672	0	0.761	0	0.850	0.962
MAX	MYC	9606.ENSP00000351490	9606.ENSP00000478887	0	0	0	0.683	0.047	0.999	0.900	0.987	0.999
MESP1	ATOH1	9606.ENSP00000300057	9606.ENSP00000302216	0	0	0	0	0.059	0.076	0	0.457	0.487
MESP1	HES5	9606.ENSP00000300057	9606.ENSP00000367714	0	0	0	0	0.042	0.075	0	0.555	0.571
MESP1	HAND2	9606.ENSP00000300057	9606.ENSP00000352565	0	0	0	0	0	0	0	0.701	0.701
MESP2	TCF3	9606.ENSP00000342392	9606.ENSP00000262965	0	0	0	0	0.049	0.808	0	0.091	0.820
MESP2	HES7	9606.ENSP00000342392	9606.ENSP00000446205	0	0	0	0	0.044	0.094	0	0.564	0.589
MESP2	HES5	9606.ENSP00000342392	9606.ENSP00000367714	0	0	0	0	0.042	0.074	0	0.605	0.618
MESP2	TCF12	9606.ENSP00000342392	9606.ENSP00000388940	0	0	0	0	0.049	0.792	0	0.091	0.805
MESP2	TCF4	9606.ENSP00000342392	9606.ENSP00000381382	0	0	0	0	0.049	0.811	0	0.091	0.822
MITF	EPAS1	9606.ENSP00000391803	9606.ENSP00000263734	0	0	0	0	0.080	0.182	0	0.346	0.465
MITF	TFEC	9606.ENSP00000391803	9606.ENSP00000265440	0	0	0.056	0.909	0.083	0.292	0	0.559	0.693
MITF	TFE3	9606.ENSP00000391803	9606.ENSP00000314129	0	0	0.056	0.918	0	0.832	0.800	0.905	0.996
MITF	TFEB	9606.ENSP00000391803	9606.ENSP00000351742	0	0	0.060	0.891	0.042	0.808	0.800	0.434	0.976
MITF	TCF4	9606.ENSP00000391803	9606.ENSP00000381382	0	0	0	0	0.055	0	0	0.444	0.452
MITF	HIF1A	9606.ENSP00000391803	9606.ENSP00000437955	0	0	0	0	0.044	0.095	0	0.487	0.517
MITF	MYC	9606.ENSP00000391803	9606.ENSP00000478887	0	0	0	0	0	0	0	0.659	0.659
MLX	MNT	9606.ENSP00000246912	9606.ENSP00000174618	0	0	0	0	0.049	0.620	0	0.871	0.949
MLX	MXI1	9606.ENSP00000246912	9606.ENSP00000331152	0	0	0	0	0	0	0	0.421	0.421
MLX	FIGLA	9606.ENSP00000246912	9606.ENSP00000333097	0	0	0	0	0	0	0	0.426	0.426
MLX	MXD1	9606.ENSP00000246912	9606.ENSP00000264444	0	0	0	0	0	0.450	0	0.355	0.630
MLX	MXD4	9606.ENSP00000246912	9606.ENSP00000337889	0	0	0	0	0.049	0.450	0	0.926	0.958
MLX	MLXIP	9606.ENSP00000246912	9606.ENSP00000312834	0	0	0	0.666	0.047	0.840	0.900	0.420	0.989
MLX	MLXIPL	9606.ENSP00000246912	9606.ENSP00000320886	0	0	0	0.679	0	0.806	0.900	0.611	0.991
MLXIP	MNT	9606.ENSP00000312834	9606.ENSP00000174618	0	0	0	0	0.047	0	0	0.567	0.570
MLXIP	MLX	9606.ENSP00000312834	9606.ENSP00000246912	0	0	0	0.666	0.047	0.840	0.900	0.420	0.989
MLXIP	MXD1	9606.ENSP00000312834	9606.ENSP00000264444	0	0	0	0	0	0	0	0.642	0.642
MLXIP	MYCN	9606.ENSP00000312834	9606.ENSP00000281043	0	0	0	0	0	0.089	0	0.650	0.667
MLXIP	SREBF1	9606.ENSP00000312834	9606.ENSP00000348069	0	0	0	0	0	0.091	0	0.368	0.401
MLXIP	MYCL	9606.ENSP00000312834	9606.ENSP00000380494	0	0	0	0	0	0	0	0.405	0.405
MLXIP	MAX	9606.ENSP00000312834	9606.ENSP00000351490	0	0	0	0	0.056	0	0	0.464	0.472
MLXIP	MXD3	9606.ENSP00000312834	9606.ENSP00000401867	0	0	0	0	0.044	0	0	0.519	0.520
MLXIP	MXI1	9606.ENSP00000312834	9606.ENSP00000331152	0	0	0	0	0.045	0	0	0.573	0.575
MLXIP	MYC	9606.ENSP00000312834	9606.ENSP00000478887	0	0	0	0	0.047	0	0	0.641	0.644
MLXIP	MXD4	9606.ENSP00000312834	9606.ENSP00000337889	0	0	0	0	0.042	0	0	0.895	0.895
MLXIP	MLXIPL	9606.ENSP00000312834	9606.ENSP00000320886	0	0	0.078	0.862	0.044	0	0.900	0.929	0.992
MLXIPL	MNT	9606.ENSP00000320886	9606.ENSP00000174618	0	0	0	0	0.043	0	0	0.728	0.729
MLXIPL	MLX	9606.ENSP00000320886	9606.ENSP00000246912	0	0	0	0.679	0	0.806	0.900	0.611	0.991
MLXIPL	MXD1	9606.ENSP00000320886	9606.ENSP00000264444	0	0	0	0	0	0	0	0.437	0.437
MLXIPL	MLXIP	9606.ENSP00000320886	9606.ENSP00000312834	0	0	0.078	0.862	0.044	0	0.900	0.929	0.992
MLXIPL	MXD3	9606.ENSP00000320886	9606.ENSP00000401867	0	0	0	0	0.049	0	0	0.397	0.402
MLXIPL	MYC	9606.ENSP00000320886	9606.ENSP00000478887	0	0	0	0	0.044	0	0	0.402	0.404
MLXIPL	MXI1	9606.ENSP00000320886	9606.ENSP00000331152	0	0	0	0	0.042	0	0	0.447	0.447
MLXIPL	USF1	9606.ENSP00000320886	9606.ENSP00000357000	0	0	0	0	0	0.086	0	0.461	0.486
MLXIPL	SREBF2	9606.ENSP00000320886	9606.ENSP00000354476	0	0	0	0	0.042	0.091	0	0.671	0.688
MLXIPL	SREBF1	9606.ENSP00000320886	9606.ENSP00000348069	0	0	0	0	0.056	0.091	0	0.893	0.900
MLXIPL	MXD4	9606.ENSP00000320886	9606.ENSP00000337889	0	0	0	0	0.042	0	0	0.931	0.931
MNT	MXI1	9606.ENSP00000174618	9606.ENSP00000331152	0	0	0	0.596	0.062	0	0	0.415	0.428
MNT	TWIST1	9606.ENSP00000174618	9606.ENSP00000242261	0	0	0	0	0.044	0	0	0.479	0.480
MNT	MLXIP	9606.ENSP00000174618	9606.ENSP00000312834	0	0	0	0	0.047	0	0	0.567	0.570
MNT	MYCL	9606.ENSP00000174618	9606.ENSP00000380494	0	0	0	0	0.086	0.088	0	0.548	0.590
MNT	MYCN	9606.ENSP00000174618	9606.ENSP00000281043	0	0	0	0	0	0.060	0	0.696	0.702
MNT	MXD1	9606.ENSP00000174618	9606.ENSP00000264444	0	0	0	0	0.060	0.292	0	0.622	0.727
MNT	MLXIPL	9606.ENSP00000174618	9606.ENSP00000320886	0	0	0	0	0.043	0	0	0.728	0.729
MNT	MXD3	9606.ENSP00000174618	9606.ENSP00000401867	0	0	0	0.654	0.059	0.621	0	0.328	0.739
MNT	MYC	9606.ENSP00000174618	9606.ENSP00000478887	0	0	0	0	0.043	0.292	0	0.776	0.834
MNT	MXD4	9606.ENSP00000174618	9606.ENSP00000337889	0	0	0	0	0.072	0	0	0.894	0.897
MNT	MAX	9606.ENSP00000174618	9606.ENSP00000351490	0	0	0	0.706	0.048	0.872	0	0.570	0.943
MNT	MLX	9606.ENSP00000174618	9606.ENSP00000246912	0	0	0	0	0.049	0.620	0	0.871	0.949
MSC	MYF6	9606.ENSP00000321445	9606.ENSP00000228641	0	0	0	0	0	0.067	0	0.437	0.452
MSC	MYF5	9606.ENSP00000321445	9606.ENSP00000228644	0	0	0	0	0	0.067	0	0.712	0.720
MSC	ID2	9606.ENSP00000321445	9606.ENSP00000234091	0	0	0	0	0	0.297	0	0.509	0.640
MSC	MYOG	9606.ENSP00000321445	9606.ENSP00000241651	0	0	0	0	0	0.067	0	0.454	0.469
MSC	MYOD1	9606.ENSP00000321445	9606.ENSP00000250003	0	0	0	0	0.042	0.067	0	0.703	0.711
MSC	TCF3	9606.ENSP00000321445	9606.ENSP00000262965	0	0	0	0	0.049	0.291	0	0.609	0.714
MSC	HES6	9606.ENSP00000321445	9606.ENSP00000272937	0	0	0	0	0	0.094	0	0.807	0.817
MSC	TCF12	9606.ENSP00000321445	9606.ENSP00000388940	0	0	0	0	0.049	0.343	0	0.181	0.444
MSC	TCF4	9606.ENSP00000321445	9606.ENSP00000381382	0	0	0	0	0.054	0.400	0	0.505	0.695
MSGN1	TCF15	9606.ENSP00000281047	9606.ENSP00000246080	0	0	0	0	0	0	0	0.453	0.453
MSGN1	TCF3	9606.ENSP00000281047	9606.ENSP00000262965	0	0	0	0	0.049	0.458	0	0.091	0.490
MSGN1	ID1	9606.ENSP00000281047	9606.ENSP00000365280	0	0	0	0	0	0.518	0	0.057	0.526
MSGN1	TCF12	9606.ENSP00000281047	9606.ENSP00000388940	0	0	0	0	0.049	0.503	0	0.125	0.551
MSGN1	ID4	9606.ENSP00000281047	9606.ENSP00000367972	0	0	0	0	0	0.626	0	0.098	0.649
MSGN1	TCF4	9606.ENSP00000281047	9606.ENSP00000381382	0	0	0	0	0.049	0.637	0	0.091	0.659
MXD1	MNT	9606.ENSP00000264444	9606.ENSP00000174618	0	0	0	0	0.060	0.292	0	0.622	0.727
MXD1	MLX	9606.ENSP00000264444	9606.ENSP00000246912	0	0	0	0	0	0.450	0	0.355	0.630
MXD1	MYCL	9606.ENSP00000264444	9606.ENSP00000380494	0	0	0	0	0	0	0	0.405	0.405
MXD1	MYCN	9606.ENSP00000264444	9606.ENSP00000281043	0	0	0	0	0	0.060	0	0.401	0.413
MXD1	MLXIPL	9606.ENSP00000264444	9606.ENSP00000320886	0	0	0	0	0	0	0	0.437	0.437
MXD1	MXD3	9606.ENSP00000264444	9606.ENSP00000401867	0	0	0.079	0.896	0.042	0.292	0	0.292	0.498
MXD1	MXD4	9606.ENSP00000264444	9606.ENSP00000337889	0	0	0.071	0.918	0	0.292	0	0.306	0.503
MXD1	MXI1	9606.ENSP00000264444	9606.ENSP00000331152	0	0	0.058	0.943	0.062	0	0	0.613	0.628
MXD1	MLXIP	9606.ENSP00000264444	9606.ENSP00000312834	0	0	0	0	0	0	0	0.642	0.642
MXD1	MYC	9606.ENSP00000264444	9606.ENSP00000478887	0	0	0	0	0	0.166	0.540	0.807	0.919
MXD1	MAX	9606.ENSP00000264444	9606.ENSP00000351490	0	0	0	0	0.065	0.991	0.540	0.861	0.999
MXD3	MNT	9606.ENSP00000401867	9606.ENSP00000174618	0	0	0	0.654	0.059	0.621	0	0.328	0.739
MXD3	MXD1	9606.ENSP00000401867	9606.ENSP00000264444	0	0	0.079	0.896	0.042	0.292	0	0.292	0.498
MXD3	MLXIP	9606.ENSP00000401867	9606.ENSP00000312834	0	0	0	0	0.044	0	0	0.519	0.520
MXD3	MLXIPL	9606.ENSP00000401867	9606.ENSP00000320886	0	0	0	0	0.049	0	0	0.397	0.402
MXD3	MXI1	9606.ENSP00000401867	9606.ENSP00000331152	0	0	0.073	0.882	0	0.613	0	0.100	0.649
MXD3	MAX	9606.ENSP00000401867	9606.ENSP00000351490	0	0	0	0	0	0.837	0	0.448	0.906
MXD4	MNT	9606.ENSP00000337889	9606.ENSP00000174618	0	0	0	0	0.072	0	0	0.894	0.897
MXD4	MLX	9606.ENSP00000337889	9606.ENSP00000246912	0	0	0	0	0.049	0.450	0	0.926	0.958
MXD4	MXD1	9606.ENSP00000337889	9606.ENSP00000264444	0	0	0.071	0.918	0	0.292	0	0.306	0.503
MXD4	MLXIP	9606.ENSP00000337889	9606.ENSP00000312834	0	0	0	0	0.042	0	0	0.895	0.895
MXD4	MLXIPL	9606.ENSP00000337889	9606.ENSP00000320886	0	0	0	0	0.042	0	0	0.931	0.931
MXD4	MYC	9606.ENSP00000337889	9606.ENSP00000478887	0	0	0	0	0	0.166	0	0.403	0.480
MXD4	MAX	9606.ENSP00000337889	9606.ENSP00000351490	0	0	0	0	0.049	0.797	0	0.511	0.897
MXI1	MNT	9606.ENSP00000331152	9606.ENSP00000174618	0	0	0	0.596	0.062	0	0	0.415	0.428
MXI1	USF2	9606.ENSP00000331152	9606.ENSP00000222305	0	0	0	0	0.049	0	0	0.438	0.443
MXI1	MLX	9606.ENSP00000331152	9606.ENSP00000246912	0	0	0	0	0	0	0	0.421	0.421
MXI1	BHLHE40	9606.ENSP00000331152	9606.ENSP00000256495	0	0	0	0	0.042	0	0	0.422	0.423
MXI1	MXD1	9606.ENSP00000331152	9606.ENSP00000264444	0	0	0.058	0.943	0.062	0	0	0.613	0.628
MXI1	MYCN	9606.ENSP00000331152	9606.ENSP00000281043	0	0	0	0	0	0.241	0	0.449	0.564
MXI1	MLXIP	9606.ENSP00000331152	9606.ENSP00000312834	0	0	0	0	0.045	0	0	0.573	0.575
MXI1	MLXIPL	9606.ENSP00000331152	9606.ENSP00000320886	0	0	0	0	0.042	0	0	0.447	0.447
MXI1	USF1	9606.ENSP00000331152	9606.ENSP00000357000	0	0	0	0	0.049	0	0	0.414	0.419
MXI1	MYCL	9606.ENSP00000331152	9606.ENSP00000380494	0	0	0	0	0.048	0	0	0.436	0.440
MXI1	MXD3	9606.ENSP00000331152	9606.ENSP00000401867	0	0	0.073	0.882	0	0.613	0	0.100	0.649
MXI1	HIF1A	9606.ENSP00000331152	9606.ENSP00000437955	0	0	0	0	0.066	0.045	0	0.659	0.670
MXI1	MYC	9606.ENSP00000331152	9606.ENSP00000478887	0	0	0	0	0.042	0.166	0	0.890	0.904
MXI1	MAX	9606.ENSP00000331152	9606.ENSP00000351490	0	0	0	0	0.092	0.934	0	0.979	0.998
MYC	MNT	9606.ENSP00000478887	9606.ENSP00000174618	0	0	0	0	0.043	0.292	0	0.776	0.834
MYC	TFAP4	9606.ENSP00000478887	9606.ENSP00000204517	0	0	0	0	0.048	0	0	0.440	0.444
MYC	USF2	9606.ENSP00000478887	9606.ENSP00000222305	0	0	0	0	0	0	0	0.671	0.671
MYC	HES1	9606.ENSP00000478887	9606.ENSP00000232424	0	0	0	0	0.068	0.292	0	0.326	0.517
MYC	ID2	9606.ENSP00000478887	9606.ENSP00000234091	0	0	0	0	0.050	0	0	0.420	0.425
MYC	MYOG	9606.ENSP00000478887	9606.ENSP00000241651	0	0	0	0	0.086	0	0	0.443	0.469
MYC	TWIST1	9606.ENSP00000478887	9606.ENSP00000242261	0	0	0	0	0	0	0.400	0.764	0.852
MYC	MYOD1	9606.ENSP00000478887	9606.ENSP00000250003	0	0	0	0	0.069	0	0	0.799	0.805
MYC	TCF3	9606.ENSP00000478887	9606.ENSP00000262965	0	0	0	0	0.084	0	0	0.659	0.674
MYC	EPAS1	9606.ENSP00000478887	9606.ENSP00000263734	0	0	0	0	0.074	0.052	0	0.929	0.932
MYC	MXD1	9606.ENSP00000478887	9606.ENSP00000264444	0	0	0	0	0	0.166	0.540	0.807	0.919
MYC	ASCL1	9606.ENSP00000478887	9606.ENSP00000266744	0	0	0	0	0.070	0.048	0	0.497	0.516
MYC	MYCN	9606.ENSP00000478887	9606.ENSP00000281043	0	0	0	0.822	0	0.432	0.800	0.458	0.933
MYC	TAL1	9606.ENSP00000478887	9606.ENSP00000294339	0	0	0	0	0	0.048	0	0.522	0.525
MYC	NEUROD1	9606.ENSP00000478887	9606.ENSP00000295108	0	0	0	0	0.077	0	0	0.443	0.464
MYC	MLXIP	9606.ENSP00000478887	9606.ENSP00000312834	0	0	0	0	0.047	0	0	0.641	0.644
MYC	MLXIPL	9606.ENSP00000478887	9606.ENSP00000320886	0	0	0	0	0.044	0	0	0.402	0.404
MYC	OLIG2	9606.ENSP00000478887	9606.ENSP00000331040	0	0	0	0	0	0	0	0.427	0.427
MYC	MXI1	9606.ENSP00000478887	9606.ENSP00000331152	0	0	0	0	0.042	0.166	0	0.890	0.904
MYC	ASCL2	9606.ENSP00000478887	9606.ENSP00000332293	0	0	0	0	0.070	0.048	0	0.412	0.434
MYC	MXD4	9606.ENSP00000478887	9606.ENSP00000337889	0	0	0	0	0	0.166	0	0.403	0.480
MYC	HEY1	9606.ENSP00000478887	9606.ENSP00000338272	0	0	0	0	0.061	0	0	0.478	0.489
MYC	SREBF1	9606.ENSP00000478887	9606.ENSP00000348069	0	0	0	0	0.049	0.060	0	0.804	0.810
MYC	ARNT	9606.ENSP00000478887	9606.ENSP00000351407	0	0	0	0	0	0.187	0	0.695	0.741
MYC	MAX	9606.ENSP00000478887	9606.ENSP00000351490	0	0	0	0.683	0.047	0.999	0.900	0.987	0.999
MYC	SREBF2	9606.ENSP00000478887	9606.ENSP00000354476	0	0	0	0	0	0.060	0	0.610	0.618
MYC	USF1	9606.ENSP00000478887	9606.ENSP00000357000	0	0	0	0	0	0	0	0.605	0.605
MYC	NCOA3	9606.ENSP00000478887	9606.ENSP00000361066	0	0	0	0	0.049	0.166	0.400	0.713	0.845
MYC	ATOH7	9606.ENSP00000478887	9606.ENSP00000362777	0	0	0	0	0	0.071	0	0.474	0.491
MYC	ID3	9606.ENSP00000478887	9606.ENSP00000363689	0	0	0	0	0.056	0	0	0.470	0.478
MYC	ID1	9606.ENSP00000478887	9606.ENSP00000365280	0	0	0	0	0.063	0.161	0	0.628	0.682
MYC	PTF1A	9606.ENSP00000478887	9606.ENSP00000365687	0	0	0	0	0	0.048	0	0.539	0.543
MYC	TCF4	9606.ENSP00000478887	9606.ENSP00000381382	0	0	0	0	0	0.330	0	0.591	0.714
MYC	ARNTL	9606.ENSP00000478887	9606.ENSP00000384517	0	0	0	0	0	0	0	0.475	0.475
MYC	NCOA1	9606.ENSP00000478887	9606.ENSP00000385216	0	0	0	0	0	0	0	0.627	0.627
MYC	TCF12	9606.ENSP00000478887	9606.ENSP00000388940	0	0	0	0	0	0.187	0	0.690	0.737
MYC	MITF	9606.ENSP00000478887	9606.ENSP00000391803	0	0	0	0	0	0	0	0.659	0.659
MYC	NCOA2	9606.ENSP00000478887	9606.ENSP00000399968	0	0	0	0	0	0	0	0.620	0.620
MYC	CLOCK	9606.ENSP00000478887	9606.ENSP00000426983	0	0	0	0	0	0	0	0.410	0.410
MYC	HIF1A	9606.ENSP00000478887	9606.ENSP00000437955	0	0	0	0	0.091	0.435	0.400	0.982	0.993
MYCL	MNT	9606.ENSP00000380494	9606.ENSP00000174618	0	0	0	0	0.086	0.088	0	0.548	0.590
MYCL	MXD1	9606.ENSP00000380494	9606.ENSP00000264444	0	0	0	0	0	0	0	0.405	0.405
MYCL	ASCL1	9606.ENSP00000380494	9606.ENSP00000266744	0	0	0	0	0	0.071	0	0.492	0.508
MYCL	NEUROD1	9606.ENSP00000380494	9606.ENSP00000295108	0	0	0	0	0.044	0	0	0.412	0.414
MYCL	MLXIP	9606.ENSP00000380494	9606.ENSP00000312834	0	0	0	0	0	0	0	0.405	0.405
MYCL	MXI1	9606.ENSP00000380494	9606.ENSP00000331152	0	0	0	0	0.048	0	0	0.436	0.440
MYCL	MAX	9606.ENSP00000380494	9606.ENSP00000351490	0	0	0	0.672	0	0.761	0	0.850	0.962
MYCN	MNT	9606.ENSP00000281043	9606.ENSP00000174618	0	0	0	0	0	0.060	0	0.696	0.702
MYCN	ID2	9606.ENSP00000281043	9606.ENSP00000234091	0	0	0	0	0	0	0	0.527	0.527
MYCN	MYOG	9606.ENSP00000281043	9606.ENSP00000241651	0	0	0	0	0.044	0	0	0.607	0.609
MYCN	TWIST1	9606.ENSP00000281043	9606.ENSP00000242261	0	0	0	0	0	0	0	0.400	0.400
MYCN	MYOD1	9606.ENSP00000281043	9606.ENSP00000250003	0	0	0	0	0.044	0	0	0.634	0.635
MYCN	TCF3	9606.ENSP00000281043	9606.ENSP00000262965	0	0	0	0	0.062	0.161	0	0.347	0.441
MYCN	EPAS1	9606.ENSP00000281043	9606.ENSP00000263734	0	0	0	0	0	0	0	0.426	0.426
MYCN	MXD1	9606.ENSP00000281043	9606.ENSP00000264444	0	0	0	0	0	0.060	0	0.401	0.413
MYCN	ASCL1	9606.ENSP00000281043	9606.ENSP00000266744	0	0	0	0	0.049	0	0	0.485	0.489
MYCN	TCF4	9606.ENSP00000281043	9606.ENSP00000381382	0	0	0	0	0	0.161	0	0.336	0.419
MYCN	USF1	9606.ENSP00000281043	9606.ENSP00000357000	0	0	0	0	0	0.070	0	0.404	0.422
MYCN	ATOH1	9606.ENSP00000281043	9606.ENSP00000302216	0	0	0	0	0.047	0	0	0.436	0.440
MYCN	HAND2	9606.ENSP00000281043	9606.ENSP00000352565	0	0	0	0	0.049	0.161	0	0.406	0.484
MYCN	ID4	9606.ENSP00000281043	9606.ENSP00000367972	0	0	0	0	0.058	0	0	0.479	0.488
MYCN	ID3	9606.ENSP00000281043	9606.ENSP00000363689	0	0	0	0	0	0	0	0.502	0.502
MYCN	HIF1A	9606.ENSP00000281043	9606.ENSP00000437955	0	0	0	0	0	0	0	0.528	0.528
MYCN	MXI1	9606.ENSP00000281043	9606.ENSP00000331152	0	0	0	0	0	0.241	0	0.449	0.564
MYCN	MLXIP	9606.ENSP00000281043	9606.ENSP00000312834	0	0	0	0	0	0.089	0	0.650	0.667
MYCN	MYC	9606.ENSP00000281043	9606.ENSP00000478887	0	0	0	0.822	0	0.432	0.800	0.458	0.933
MYCN	MAX	9606.ENSP00000281043	9606.ENSP00000351490	0	0	0	0.696	0	0.894	0	0.964	0.996
MYF5	MYF6	9606.ENSP00000228644	9606.ENSP00000228641	0	0	0.096	0.837	0.336	0	0.500	0.803	0.933
MYF5	TCF15	9606.ENSP00000228644	9606.ENSP00000246080	0	0	0	0	0.109	0.067	0	0.347	0.410
MYF5	SCX	9606.ENSP00000228644	9606.ENSP00000476384	0	0	0	0	0.102	0.222	0	0.255	0.434
MYF5	TAL1	9606.ENSP00000228644	9606.ENSP00000294339	0	0	0	0	0	0.067	0	0.419	0.435
MYF5	NCOA2	9606.ENSP00000228644	9606.ENSP00000399968	0	0	0	0	0	0.076	0	0.432	0.452
MYF5	ID1	9606.ENSP00000228644	9606.ENSP00000365280	0	0	0	0	0	0.410	0	0.230	0.526
MYF5	TCF4	9606.ENSP00000228644	9606.ENSP00000381382	0	0	0	0	0.049	0.151	0.500	0.221	0.643
MYF5	TCF21	9606.ENSP00000228644	9606.ENSP00000356857	0	0	0	0	0	0.067	0	0.640	0.650
MYF5	MYOD1	9606.ENSP00000228644	9606.ENSP00000250003	0	0	0.069	0.914	0.212	0	0.500	0.200	0.667
MYF5	MSC	9606.ENSP00000228644	9606.ENSP00000321445	0	0	0	0	0	0.067	0	0.712	0.720
MYF5	TCF12	9606.ENSP00000228644	9606.ENSP00000388940	0	0	0	0	0.049	0.151	0.500	0.560	0.798
MYF5	MYOG	9606.ENSP00000228644	9606.ENSP00000241651	0	0	0.071	0.831	0.396	0	0.500	0.507	0.843
MYF5	TCF3	9606.ENSP00000228644	9606.ENSP00000262965	0	0	0	0	0.049	0.534	0.500	0.748	0.936
MYF6	NEUROG2	9606.ENSP00000228641	9606.ENSP00000317333	0	0	0	0	0.056	0.057	0	0.420	0.439
MYF6	MSC	9606.ENSP00000228641	9606.ENSP00000321445	0	0	0	0	0	0.067	0	0.437	0.452
MYF6	TAL1	9606.ENSP00000228641	9606.ENSP00000294339	0	0	0	0	0	0.067	0	0.602	0.613
MYF6	ID4	9606.ENSP00000228641	9606.ENSP00000367972	0	0	0	0	0	0.631	0	0.175	0.683
MYF6	TCF4	9606.ENSP00000228641	9606.ENSP00000381382	0	0	0	0	0.049	0.660	0.500	0.221	0.857
MYF6	MYOG	9606.ENSP00000228641	9606.ENSP00000241651	0	0	0	0.880	0.322	0	0.500	0.690	0.886
MYF6	TCF12	9606.ENSP00000228641	9606.ENSP00000388940	0	0	0	0	0.049	0.636	0.500	0.552	0.912
MYF6	TCF3	9606.ENSP00000228641	9606.ENSP00000262965	0	0	0	0	0.049	0.655	0.500	0.598	0.925
MYF6	MYOD1	9606.ENSP00000228641	9606.ENSP00000250003	0	0	0	0.809	0.363	0	0.500	0.791	0.927
MYF6	MYF5	9606.ENSP00000228641	9606.ENSP00000228644	0	0	0.096	0.837	0.336	0	0.500	0.803	0.933
MYOD1	MYF6	9606.ENSP00000250003	9606.ENSP00000228641	0	0	0	0.809	0.363	0	0.500	0.791	0.927
MYOD1	MYF5	9606.ENSP00000250003	9606.ENSP00000228644	0	0	0.069	0.914	0.212	0	0.500	0.200	0.667
MYOD1	ID2	9606.ENSP00000250003	9606.ENSP00000234091	0	0	0	0	0	0.490	0	0.626	0.801
MYOD1	MYOG	9606.ENSP00000250003	9606.ENSP00000241651	0	0	0.099	0.820	0.519	0	0.500	0.272	0.821
MYOD1	TWIST1	9606.ENSP00000250003	9606.ENSP00000242261	0	0	0	0	0.055	0	0	0.561	0.567
MYOD1	NEUROG3	9606.ENSP00000250003	9606.ENSP00000242462	0	0	0	0	0.169	0.057	0	0.308	0.411
MYOD1	BHLHE41	9606.ENSP00000250003	9606.ENSP00000242728	0	0	0	0	0	0.312	0	0.537	0.668
MYOD1	TCF15	9606.ENSP00000250003	9606.ENSP00000246080	0	0	0	0	0.127	0.067	0	0.372	0.444
MYOD1	HEYL	9606.ENSP00000250003	9606.ENSP00000361943	0	0	0	0	0.048	0.069	0	0.380	0.402
MYOD1	NEUROG2	9606.ENSP00000250003	9606.ENSP00000317333	0	0	0	0	0.103	0.057	0	0.384	0.434
MYOD1	NEUROG1	9606.ENSP00000250003	9606.ENSP00000317580	0	0	0	0	0.166	0.057	0	0.363	0.456
MYOD1	BHLHE40	9606.ENSP00000250003	9606.ENSP00000256495	0	0	0	0	0	0.312	0	0.248	0.461
MYOD1	ID3	9606.ENSP00000250003	9606.ENSP00000363689	0	0	0	0	0	0.301	0	0.335	0.515
MYOD1	NCOA1	9606.ENSP00000250003	9606.ENSP00000385216	0	0	0	0	0	0.095	0	0.527	0.553
MYOD1	BHLHA15	9606.ENSP00000250003	9606.ENSP00000476312	0	0	0	0	0.055	0.057	0	0.565	0.579
MYOD1	HEY1	9606.ENSP00000250003	9606.ENSP00000338272	0	0	0	0	0	0.312	0	0.417	0.582
MYOD1	ID4	9606.ENSP00000250003	9606.ENSP00000367972	0	0	0	0	0	0.067	0	0.577	0.588
