t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000083807	ENST00000601355.SLC27A5	reg_3386	ENST00000601355.SLC27A5.201131	one2many
ENSG00000083807	ENST00000263093.SLC27A5	reg_1652	ENST00000263093.SLC27A5.52	one2many
ENSG00000083807	ENST00000263093.SLC27A5	reg_3386	ENST00000263093.SLC27A5.201131	one2many
ENSG00000134317	ENST00000324907.GRHL1	reg_9048	ENST00000324907.GRHL1.22	one2one
ENSG00000100104	ENST00000215917.SRRD	reg_212	ENST00000215917.SRRD.84	one2one
ENSG00000205213	ENST00000389858.LGR4	reg_6556	ENST00000389858.LGR4.35	one2one
ENSG00000205213	ENST00000379214.LGR4	reg_6556	ENST00000379214.LGR4.35	one2one
ENSG00000164032	ENST00000296417.H2AZ1	reg_2169	ENST00000296417.H2AZ1.24	one2one
ENSG00000164032	ENST00000651623.H2AZ1	reg_2169	ENST00000651623.H2AZ1.24	one2one
ENSG00000221932	ENST00000408930.HEPN1	reg_5938	ENST00000408930.HEPN1.83	one2one
ENSG00000104946	ENST00000535102.TBC1D17	reg_1060	ENST00000535102.TBC1D17.52	one2one
ENSG00000104946	ENST00000221543.TBC1D17	reg_1060	ENST00000221543.TBC1D17.52	one2one
ENSG00000133858	ENST00000378743.ZFC3H1	reg_9453	ENST00000378743.ZFC3H1.21	one2one
ENSG00000163704	ENST00000411976.PRRT3	reg_18140	ENST00000411976.PRRT3.66	one2one
ENSG00000163704	ENST00000412055.PRRT3	reg_18140	ENST00000412055.PRRT3.66	one2one
ENSG00000140319	ENST00000559081.SRP14	reg_11318	ENST00000559081.SRP14.68	one2one
ENSG00000140319	ENST00000267884.SRP14	reg_11318	ENST00000267884.SRP14.68	one2one
ENSG00000198242	ENST00000422514.RPL23A	reg_17105	ENST00000422514.RPL23A.108	one2one
ENSG00000198242	ENST00000394938.RPL23A	reg_17105	ENST00000394938.RPL23A.108	one2one
ENSG00000181090	ENST00000637161.EHMT1	reg_893	ENST00000637161.EHMT1.58	one2one
ENSG00000181090	ENST00000460843.EHMT1	reg_893	ENST00000460843.EHMT1.58	one2one
ENSG00000107957	ENST00000369774.SH3PXD2A	reg_19078	ENST00000369774.SH3PXD2A.14	one2one
ENSG00000107957	ENST00000355946.SH3PXD2A	reg_19078	ENST00000355946.SH3PXD2A.14	one2one
ENSG00000139572	ENST00000267015.GPR84	reg_10504	ENST00000267015.GPR84.17	one2one
ENSG00000151465	ENST00000378900.CDC123	reg_16302	ENST00000378900.CDC123.73	one2one
ENSG00000151465	ENST00000281141.CDC123	reg_16302	ENST00000281141.CDC123.73	one2one
ENSG00000101342	ENST00000217320.TLDC2	reg_4860	ENST00000217320.TLDC2.20	one2one
ENSG00000214782	ENST00000529108.MS4A18	reg_5864	ENST00000529108.MS4A18.69	one2one
ENSG00000214782	ENST00000398983.MS4A18	reg_5864	ENST00000398983.MS4A18.69	one2one
ENSG00000047579	ENST00000344537.DTNBP1	reg_2402	ENST00000344537.DTNBP1.32	one2one
ENSG00000047579	ENST00000338950.DTNBP1	reg_2402	ENST00000338950.DTNBP1.32	one2one
ENSG00000047579	ENST00000355917.DTNBP1	reg_2402	ENST00000355917.DTNBP1.32	one2one
ENSG00000047579	ENST00000622898.DTNBP1	reg_2402	ENST00000622898.DTNBP1.32	one2one
ENSG00000047579	ENST00000462989.DTNBP1	reg_2402	ENST00000462989.DTNBP1.32	one2one
ENSG00000158019	ENST00000379624.BABAM2	reg_9043	ENST00000379624.BABAM2.22	one2one
ENSG00000158019	ENST00000361704.BABAM2	reg_9043	ENST00000361704.BABAM2.22	one2one
ENSG00000158019	ENST00000344773.BABAM2	reg_9043	ENST00000344773.BABAM2.22	one2one
ENSG00000158019	ENST00000379632.BABAM2	reg_9043	ENST00000379632.BABAM2.22	one2one
ENSG00000198223	ENST00000417535.CSF2RA	reg_11979	ENST00000417535.CSF2RA.2261	one2one
ENSG00000198223	ENST00000355432.CSF2RA	reg_11979	ENST00000355432.CSF2RA.2261	one2one
ENSG00000198223	ENST00000381509.CSF2RA	reg_11979	ENST00000381509.CSF2RA.2261	one2one
ENSG00000198223	ENST00000381500.CSF2RA	reg_11979	ENST00000381500.CSF2RA.2261	one2one
ENSG00000198223	ENST00000381524.CSF2RA	reg_11979	ENST00000381524.CSF2RA.2261	one2one
ENSG00000061273	ENST00000380610.HDAC7	reg_10319	ENST00000380610.HDAC7.17	one2one
ENSG00000061273	ENST00000354334.HDAC7	reg_10319	ENST00000354334.HDAC7.17	one2one
ENSG00000061273	ENST00000080059.HDAC7	reg_10319	ENST00000080059.HDAC7.17	one2one
ENSG00000061273	ENST00000427332.HDAC7	reg_10319	ENST00000427332.HDAC7.17	one2one
ENSG00000061273	ENST00000552960.HDAC7	reg_10319	ENST00000552960.HDAC7.17	one2one
ENSG00000270647	ENST00000603777.TAF15	reg_5293	ENST00000603777.TAF15.71	one2one
ENSG00000270647	ENST00000605844.TAF15	reg_5293	ENST00000605844.TAF15.71	one2one
ENSG00000270647	ENST00000604841.TAF15	reg_5293	ENST00000604841.TAF15.71	one2one
ENSG00000136238	ENST00000348035.RAC1	reg_4440	ENST00000348035.RAC1.202	one2one
ENSG00000136238	ENST00000356142.RAC1	reg_4440	ENST00000356142.RAC1.202	one2one
ENSG00000169750	ENST00000306897.RAC3	reg_5352	ENST00000306897.RAC3.64	one2one
ENSG00000165972	ENST00000344280.CCDC38	reg_9577	ENST00000344280.CCDC38.21	one2one
ENSG00000173960	ENST00000404924.UBXN2A	reg_9052	ENST00000404924.UBXN2A.22	one2one
ENSG00000078304	ENST00000328724.PPP2R5C	reg_15747	ENST00000328724.PPP2R5C.26	one2one
ENSG00000078304	ENST00000422945.PPP2R5C	reg_15747	ENST00000422945.PPP2R5C.26	one2one
ENSG00000078304	ENST00000350249.PPP2R5C	reg_15747	ENST00000350249.PPP2R5C.26	one2one
ENSG00000078304	ENST00000334743.PPP2R5C	reg_15747	ENST00000334743.PPP2R5C.26	one2one
ENSG00000078304	ENST00000445439.PPP2R5C	reg_15747	ENST00000445439.PPP2R5C.26	one2one
ENSG00000205838	ENST00000514080.TTC23L	reg_9940	ENST00000514080.TTC23L.5	one2one
ENSG00000205838	ENST00000610313.TTC23L	reg_9940	ENST00000610313.TTC23L.5	one2one
ENSG00000071626	ENST00000587079.DAZAP1	reg_12571	ENST00000587079.DAZAP1.159	one2one
ENSG00000071626	ENST00000592522.DAZAP1	reg_12571	ENST00000592522.DAZAP1.159	one2one
ENSG00000071626	ENST00000233078.DAZAP1	reg_12571	ENST00000233078.DAZAP1.159	one2one
ENSG00000071626	ENST00000336761.DAZAP1	reg_12571	ENST00000336761.DAZAP1.159	one2one
ENSG00000172137	ENST00000302628.CALB2	reg_1757	ENST00000302628.CALB2.104	one2one
ENSG00000168824	ENST00000421177.NSG1	reg_10793	ENST00000421177.NSG1.24	one2one
ENSG00000114923	ENST00000273063.SLC4A3	reg_12979	ENST00000273063.SLC4A3.7	one2one
ENSG00000114923	ENST00000373760.SLC4A3	reg_12979	ENST00000373760.SLC4A3.7	one2one
ENSG00000152193	ENST00000282003.OBI1	reg_7859	ENST00000282003.OBI1.11	one2one
ENSG00000101577	ENST00000261596.LPIN2	reg_17774	ENST00000261596.LPIN2.33	one2one
ENSG00000101577	ENST00000677752.LPIN2	reg_17774	ENST00000677752.LPIN2.33	one2one
ENSG00000106211	ENST00000248553.HSPB1	reg_4407	ENST00000248553.HSPB1.151	one2one
ENSG00000106211	ENST00000675538.HSPB1	reg_4407	ENST00000675538.HSPB1.151	one2one
ENSG00000106211	ENST00000675134.HSPB1	reg_4407	ENST00000675134.HSPB1.151	one2one
ENSG00000106211	ENST00000676231.HSPB1	reg_4407	ENST00000676231.HSPB1.151	one2one
ENSG00000055118	ENST00000262186.KCNH2	reg_8295	ENST00000262186.KCNH2.6	one2one
ENSG00000141258	ENST00000426855.SGSM2	reg_16877	ENST00000426855.SGSM2.42	one2one
ENSG00000141258	ENST00000268989.SGSM2	reg_16877	ENST00000268989.SGSM2.42	one2one
ENSG00000141258	ENST00000574563.SGSM2	reg_16877	ENST00000574563.SGSM2.42	one2one
ENSG00000221955	ENST00000469902.SLC12A8	reg_4257	ENST00000469902.SLC12A8.13	one2one
ENSG00000105793	ENST00000222511.GTPBP10	reg_6145	ENST00000222511.GTPBP10.133	one2one
ENSG00000129675	ENST00000250617.ARHGEF6	reg_19294	ENST00000250617.ARHGEF6.75	one2many
ENSG00000129675	ENST00000250617.ARHGEF6	reg_14257	ENST00000250617.ARHGEF6.28	one2many
ENSG00000129675	ENST00000370622.ARHGEF6	reg_14257	ENST00000370622.ARHGEF6.28	one2many
ENSG00000129675	ENST00000370622.ARHGEF6	reg_19294	ENST00000370622.ARHGEF6.75	one2many
ENSG00000108602	ENST00000225740.ALDH3A1	reg_16830	ENST00000225740.ALDH3A1.143	one2one
ENSG00000108602	ENST00000395555.ALDH3A1	reg_16830	ENST00000395555.ALDH3A1.143	one2one
ENSG00000108602	ENST00000494157.ALDH3A1	reg_16830	ENST00000494157.ALDH3A1.143	one2one
ENSG00000188613	ENST00000425699.NANOS1	reg_7264	ENST00000425699.NANOS1.14	one2one
ENSG00000161270	ENST00000353632.NPHS1	reg_1789	ENST00000353632.NPHS1.52	one2one
ENSG00000161270	ENST00000378910.NPHS1	reg_1789	ENST00000378910.NPHS1.52	one2one
ENSG00000076554	ENST00000448733.TPD52	reg_18007	ENST00000448733.TPD52.34	one2one
ENSG00000076554	ENST00000518937.TPD52	reg_18007	ENST00000518937.TPD52.34	one2one
ENSG00000076554	ENST00000379097.TPD52	reg_18007	ENST00000379097.TPD52.34	one2one
ENSG00000076554	ENST00000520527.TPD52	reg_18007	ENST00000520527.TPD52.34	one2one
ENSG00000076554	ENST00000379096.TPD52	reg_18007	ENST00000379096.TPD52.34	one2one
ENSG00000076554	ENST00000517427.TPD52	reg_18007	ENST00000517427.TPD52.34	one2one
ENSG00000175792	ENST00000322623.RUVBL1	reg_18243	ENST00000322623.RUVBL1.147	one2one
ENSG00000102038	ENST00000371121.SMARCA1	reg_14192	ENST00000371121.SMARCA1.28	one2one
ENSG00000102038	ENST00000371123.SMARCA1	reg_14192	ENST00000371123.SMARCA1.28	one2one
ENSG00000102038	ENST00000371122.SMARCA1	reg_14192	ENST00000371122.SMARCA1.28	one2one
ENSG00000161055	ENST00000292641.SCGB3A1	None	None	one2zero
ENSG00000169045	ENST00000510411.HNRNPH1	reg_12271	ENST00000510411.HNRNPH1.53	one2one
ENSG00000169045	ENST00000329433.HNRNPH1	reg_12271	ENST00000329433.HNRNPH1.53	one2one
ENSG00000169045	ENST00000356731.HNRNPH1	reg_12271	ENST00000356731.HNRNPH1.53	one2one
ENSG00000145495	ENST00000274140.MARCHF6	reg_9904	ENST00000274140.MARCHF6.5	one2one
ENSG00000145495	ENST00000503788.MARCHF6	reg_9904	ENST00000503788.MARCHF6.5	one2one
ENSG00000145495	ENST00000449913.MARCHF6	reg_9904	ENST00000449913.MARCHF6.5	one2one
ENSG00000168350	ENST00000305631.DEGS2	reg_17719	ENST00000305631.DEGS2.26	one2one
ENSG00000162383	ENST00000620347.SLC1A7	reg_11828	ENST00000620347.SLC1A7.1	one2one
ENSG00000162383	ENST00000371494.SLC1A7	reg_11828	ENST00000371494.SLC1A7.1	one2one
ENSG00000162383	ENST00000611397.SLC1A7	reg_11828	ENST00000611397.SLC1A7.1	one2one
ENSG00000169299	ENST00000381967.PGM2	reg_2256	ENST00000381967.PGM2.4	one2one
ENSG00000185069	ENST00000332411.KRT76	reg_10634	ENST00000332411.KRT76.17	one2one
ENSG00000130720	ENST00000372338.FIBCD1	reg_9053	ENST00000372338.FIBCD1.58	one2one
ENSG00000172421	ENST00000450662.EFCAB3	reg_16710	ENST00000450662.EFCAB3.42	one2one
ENSG00000172421	ENST00000305286.EFCAB3	reg_16710	ENST00000305286.EFCAB3.42	one2one
ENSG00000172943	ENST00000338946.PHF8	reg_14030	ENST00000338946.PHF8.86	one2one
ENSG00000172943	ENST00000322659.PHF8	reg_14030	ENST00000322659.PHF8.86	one2one
ENSG00000172943	ENST00000357988.PHF8	reg_14030	ENST00000357988.PHF8.86	one2one
ENSG00000172943	ENST00000338154.PHF8	reg_14030	ENST00000338154.PHF8.86	one2one
ENSG00000196383	ENST00000622436.OR4Q2	reg_13669	ENST00000622436.OR4Q2.284	one2one
ENSG00000211950	ENST00000390610.IGHV1-24	None	None	one2zero
ENSG00000205835	ENST00000442080.GMNC	reg_14402	ENST00000442080.GMNC.2	one2one
ENSG00000171813	ENST00000631148.PWWP2B	reg_7255	ENST00000631148.PWWP2B.14	one2one
ENSG00000171813	ENST00000305233.PWWP2B	reg_7255	ENST00000305233.PWWP2B.14	one2one
ENSG00000132749	ENST00000255087.TESMIN	reg_17431	ENST00000255087.TESMIN.69	one2one
ENSG00000181191	ENST00000374584.PJA1	reg_3276	ENST00000374584.PJA1.9	one2one
ENSG00000181191	ENST00000361478.PJA1	reg_3276	ENST00000361478.PJA1.9	one2one
ENSG00000181191	ENST00000374571.PJA1	reg_3276	ENST00000374571.PJA1.9	one2one
ENSG00000176658	ENST00000579584.MYO1D	reg_16723	ENST00000579584.MYO1D.71	one2one
ENSG00000176658	ENST00000318217.MYO1D	reg_16723	ENST00000318217.MYO1D.71	one2one
ENSG00000176658	ENST00000394649.MYO1D	reg_16723	ENST00000394649.MYO1D.71	one2one
ENSG00000172551	ENST00000308796.MUCL1	reg_9381	ENST00000308796.MUCL1.17	one2many
ENSG00000172551	ENST00000308796.MUCL1	reg_9170	ENST00000308796.MUCL1.30489	one2many
ENSG00000172551	ENST00000308796.MUCL1	reg_9170	ENST00000308796.MUCL1.8455	one2many
ENSG00000172551	ENST00000546809.MUCL1	reg_9170	ENST00000546809.MUCL1.30489	one2many
ENSG00000172551	ENST00000546809.MUCL1	reg_9170	ENST00000546809.MUCL1.8455	one2many
ENSG00000172551	ENST00000619042.MUCL1	reg_9170	ENST00000619042.MUCL1.30489	one2many
ENSG00000172551	ENST00000619042.MUCL1	reg_9401	ENST00000619042.MUCL1.49187	one2many
ENSG00000172551	ENST00000619042.MUCL1	reg_9170	ENST00000619042.MUCL1.8455	one2many
ENSG00000172551	ENST00000619042.MUCL1	reg_9381	ENST00000619042.MUCL1.17	one2many
ENSG00000187242	ENST00000251643.KRT12	reg_5439	ENST00000251643.KRT12.42	one2one
ENSG00000188981	ENST00000438480.MSANTD1	reg_10860	ENST00000438480.MSANTD1.24	one2one
ENSG00000188981	ENST00000507492.MSANTD1	reg_10860	ENST00000507492.MSANTD1.24	one2one
ENSG00000188981	ENST00000510580.MSANTD1	reg_10860	ENST00000510580.MSANTD1.24	one2one
ENSG00000102195	ENST00000218316.GPR50	reg_3246	ENST00000218316.GPR50.28	one2one
ENSG00000166143	ENST00000299174.PPP1R14D	reg_11447	ENST00000299174.PPP1R14D.68	one2one
ENSG00000117154	ENST00000251296.IGSF21	reg_7631	ENST00000251296.IGSF21.51	one2one
ENSG00000124920	ENST00000265460.MYRF	reg_5924	ENST00000265460.MYRF.69	one2one
ENSG00000124920	ENST00000278836.MYRF	reg_5924	ENST00000278836.MYRF.69	one2one
ENSG00000152492	ENST00000392456.CCDC50	reg_4036	ENST00000392456.CCDC50.2	one2one
ENSG00000152492	ENST00000392455.CCDC50	reg_4036	ENST00000392455.CCDC50.2	one2one
ENSG00000132603	ENST00000254940.NIP7	reg_1459	ENST00000254940.NIP7.38	one2one
ENSG00000197122	ENST00000373578.SRC	reg_4733	ENST00000373578.SRC.20	one2one
ENSG00000197122	ENST00000373558.SRC	reg_4733	ENST00000373558.SRC.20	one2one
ENSG00000163517	ENST00000295757.HDAC11	reg_15915	ENST00000295757.HDAC11.23	one2one
ENSG00000163517	ENST00000522202.HDAC11	reg_15915	ENST00000522202.HDAC11.23	one2one
ENSG00000163517	ENST00000437379.HDAC11	reg_15915	ENST00000437379.HDAC11.23	one2one
ENSG00000163517	ENST00000402271.HDAC11	reg_15915	ENST00000402271.HDAC11.23	one2one
ENSG00000163517	ENST00000446613.HDAC11	reg_15915	ENST00000446613.HDAC11.23	one2one
ENSG00000166848	ENST00000300086.TERF2IP	reg_1194	ENST00000300086.TERF2IP.62	one2one
ENSG00000166848	ENST00000653858.TERF2IP	reg_1194	ENST00000653858.TERF2IP.62	one2one
ENSG00000144891	ENST00000418473.AGTR1	reg_4109	ENST00000418473.AGTR1.2	one2one
ENSG00000144891	ENST00000402260.AGTR1	reg_4109	ENST00000402260.AGTR1.2	one2one
ENSG00000144891	ENST00000497524.AGTR1	reg_4109	ENST00000497524.AGTR1.2	one2one
ENSG00000102221	ENST00000611250.JADE3	reg_3428	ENST00000611250.JADE3.86	one2one
ENSG00000171766	ENST00000675323.GATM	reg_13632	ENST00000675323.GATM.43	one2one
ENSG00000171766	ENST00000675701.GATM	reg_13632	ENST00000675701.GATM.43	one2one
ENSG00000171766	ENST00000396659.GATM	reg_13632	ENST00000396659.GATM.43	one2one
ENSG00000154997	ENST00000388975.SEPTIN14	reg_7016	ENST00000388975.SEPTIN14.151	many2many
ENSG00000186522	ENST00000437928.SEPTIN10	reg_7016	ENST00000437928.SEPTIN10.9054	many2many
ENSG00000186522	ENST00000437928.SEPTIN10	reg_564	ENST00000437928.SEPTIN10.22	many2many
ENSG00000186522	ENST00000356688.SEPTIN10	reg_7016	ENST00000356688.SEPTIN10.9054	many2many
ENSG00000186522	ENST00000356688.SEPTIN10	reg_564	ENST00000356688.SEPTIN10.22	many2many
ENSG00000186522	ENST00000397712.SEPTIN10	reg_564	ENST00000397712.SEPTIN10.22	many2many
ENSG00000186522	ENST00000397712.SEPTIN10	reg_7016	ENST00000397712.SEPTIN10.9054	many2many
ENSG00000186522	ENST00000415095.SEPTIN10	reg_7016	ENST00000415095.SEPTIN10.9054	many2many
ENSG00000186522	ENST00000415095.SEPTIN10	reg_564	ENST00000415095.SEPTIN10.22	many2many
ENSG00000186522	ENST00000397714.SEPTIN10	reg_564	ENST00000397714.SEPTIN10.22	many2many
ENSG00000186522	ENST00000397714.SEPTIN10	reg_7016	ENST00000397714.SEPTIN10.9054	many2many
ENSG00000184368	ENST00000443379.MAP7D2	reg_3256	ENST00000443379.MAP7D2.9	one2one
ENSG00000184368	ENST00000379643.MAP7D2	reg_3256	ENST00000379643.MAP7D2.9	one2one
ENSG00000184368	ENST00000379651.MAP7D2	reg_3256	ENST00000379651.MAP7D2.9	one2one
ENSG00000184368	ENST00000452324.MAP7D2	reg_3256	ENST00000452324.MAP7D2.9	one2one
ENSG00000237136	ENST00000438731.C4orf51	reg_9879	ENST00000438731.C4orf51.29	one2one
ENSG00000250366	ENST00000504119.TUNAR	reg_15664	ENST00000504119.TUNAR.26	one2one
ENSG00000250366	ENST00000678517.TUNAR	reg_15664	ENST00000678517.TUNAR.26	one2one
ENSG00000211692	ENST00000390339.TRGJP1	reg_6171	ENST00000390339.TRGJP1.76	many2many
ENSG00000211692	ENST00000390339.TRGJP1	reg_8314	ENST00000390339.TRGJP1.4595	many2many
ENSG00000211692	ENST00000390339.TRGJP1	reg_8233	ENST00000390339.TRGJP1.6857	many2many
ENSG00000211692	ENST00000390339.TRGJP1	reg_6177	ENST00000390339.TRGJP1.1414	many2many
ENSG00000211692	ENST00000390339.TRGJP1	reg_8129	ENST00000390339.TRGJP1.151871	many2many
ENSG00000211692	ENST00000390339.TRGJP1	reg_8264	ENST00000390339.TRGJP1.132	many2many
ENSG00000211688	ENST00000390334.TRGJP2	reg_8233	ENST00000390334.TRGJP2.132	many2many
ENSG00000211688	ENST00000390334.TRGJP2	reg_8129	ENST00000390334.TRGJP2.22051	many2many
ENSG00000211688	ENST00000390334.TRGJP2	reg_6171	ENST00000390334.TRGJP2.2613	many2many
ENSG00000211688	ENST00000390334.TRGJP2	reg_6177	ENST00000390334.TRGJP2.146567	many2many
ENSG00000104879	ENST00000221476.CKM	reg_1933	ENST00000221476.CKM.52	one2one
ENSG00000075711	ENST00000443183.DLG1	reg_4069	ENST00000443183.DLG1.13	one2one
ENSG00000075711	ENST00000658155.DLG1	reg_4069	ENST00000658155.DLG1.13	one2one
ENSG00000075711	ENST00000671246.DLG1	reg_4069	ENST00000671246.DLG1.13	one2one
ENSG00000075711	ENST00000660553.DLG1	reg_4069	ENST00000660553.DLG1.13	one2one
ENSG00000075711	ENST00000661336.DLG1	reg_4069	ENST00000661336.DLG1.13	one2one
ENSG00000075711	ENST00000452595.DLG1	reg_4069	ENST00000452595.DLG1.13	one2one
ENSG00000075711	ENST00000658701.DLG1	reg_4069	ENST00000658701.DLG1.13	one2one
ENSG00000075711	ENST00000346964.DLG1	reg_4069	ENST00000346964.DLG1.13	one2one
ENSG00000075711	ENST00000653795.DLG1	reg_4069	ENST00000653795.DLG1.13	one2one
ENSG00000075711	ENST00000654737.DLG1	reg_4069	ENST00000654737.DLG1.13	one2one
ENSG00000075711	ENST00000657381.DLG1	reg_4069	ENST00000657381.DLG1.13	one2one
ENSG00000075711	ENST00000656087.DLG1	reg_4069	ENST00000656087.DLG1.13	one2one
ENSG00000075711	ENST00000666007.DLG1	reg_4069	ENST00000666007.DLG1.13	one2one
ENSG00000075711	ENST00000667157.DLG1	reg_4069	ENST00000667157.DLG1.13	one2one
ENSG00000075711	ENST00000660898.DLG1	reg_4069	ENST00000660898.DLG1.13	one2one
ENSG00000075711	ENST00000664991.DLG1	reg_4069	ENST00000664991.DLG1.13	one2one
ENSG00000075711	ENST00000667104.DLG1	reg_4069	ENST00000667104.DLG1.13	one2one
ENSG00000075711	ENST00000419354.DLG1	reg_4069	ENST00000419354.DLG1.13	one2one
ENSG00000075711	ENST00000656428.DLG1	reg_4069	ENST00000656428.DLG1.13	one2one
ENSG00000075711	ENST00000667971.DLG1	reg_4069	ENST00000667971.DLG1.13	one2one
ENSG00000075711	ENST00000663148.DLG1	reg_4069	ENST00000663148.DLG1.13	one2one
ENSG00000100253	ENST00000395732.MIOX	reg_10368	ENST00000395732.MIOX.60	one2one
ENSG00000100253	ENST00000216075.MIOX	reg_10368	ENST00000216075.MIOX.60	one2one
ENSG00000100253	ENST00000395733.MIOX	reg_10368	ENST00000395733.MIOX.60	one2one
ENSG00000124571	ENST00000265351.XPO5	reg_8549	ENST00000265351.XPO5.45	one2one
ENSG00000124784	ENST00000379834.RIOK1	reg_8467	ENST00000379834.RIOK1.32	one2one
ENSG00000173276	ENST00000310826.ZBTB21	reg_4068	ENST00000310826.ZBTB21.102	one2one
ENSG00000173276	ENST00000398505.ZBTB21	reg_4068	ENST00000398505.ZBTB21.102	one2one
ENSG00000165646	ENST00000644641.SLC18A2	reg_7339	ENST00000644641.SLC18A2.14	one2one
ENSG00000117091	ENST00000613788.CD48	reg_11692	ENST00000613788.CD48.1	one2one
ENSG00000117091	ENST00000368046.CD48	reg_11692	ENST00000368046.CD48.1	one2one
ENSG00000132341	ENST00000543796.RAN	reg_9662	ENST00000543796.RAN.50	one2one
ENSG00000132341	ENST00000392367.RAN	reg_9662	ENST00000392367.RAN.50	one2one
ENSG00000074582	ENST00000392111.BCS1L	reg_13216	ENST00000392111.BCS1L.7	one2one
ENSG00000004777	ENST00000314737.ARHGAP33	reg_1380	ENST00000314737.ARHGAP33.52	one2one
ENSG00000004777	ENST00000378944.ARHGAP33	reg_1380	ENST00000378944.ARHGAP33.52	one2one
ENSG00000004777	ENST00000007510.ARHGAP33	reg_1380	ENST00000007510.ARHGAP33.52	one2one
ENSG00000185133	ENST00000331075.INPP5J	reg_167	ENST00000331075.INPP5J.84	one2one
ENSG00000185133	ENST00000620191.INPP5J	reg_167	ENST00000620191.INPP5J.84	one2one
ENSG00000185133	ENST00000412277.INPP5J	reg_167	ENST00000412277.INPP5J.84	one2one
ENSG00000185133	ENST00000404390.INPP5J	reg_167	ENST00000404390.INPP5J.84	one2one
ENSG00000185133	ENST00000400294.INPP5J	reg_167	ENST00000400294.INPP5J.84	one2one
ENSG00000175215	ENST00000398073.CTDSP2	reg_10275	ENST00000398073.CTDSP2.54	one2one
ENSG00000169105	ENST00000306243.CHST14	reg_13687	ENST00000306243.CHST14.68	one2one
ENSG00000169105	ENST00000559991.CHST14	reg_13687	ENST00000559991.CHST14.68	one2one
ENSG00000137760	ENST00000417449.ALKBH8	reg_6723	ENST00000417449.ALKBH8.47	one2one
ENSG00000137760	ENST00000428149.ALKBH8	reg_6723	ENST00000428149.ALKBH8.47	one2one
ENSG00000234776	ENST00000449465.C11orf94	reg_6646	ENST00000449465.C11orf94.35	one2one
ENSG00000176399	ENST00000325870.DMRTA1	reg_13307	ENST00000325870.DMRTA1.25	one2one
ENSG00000231068	ENST00000444335.KRTAP21-3	reg_14743	ENST00000444335.KRTAP21-3.49	one2one
ENSG00000132205	ENST00000254528.EMILIN2	reg_19278	ENST00000254528.EMILIN2.33	one2one
ENSG00000104870	ENST00000221466.FCGRT	reg_1047	ENST00000221466.FCGRT.52	one2one
ENSG00000140379	ENST00000267953.BCL2A1	reg_17536	ENST00000267953.BCL2A1.137	one2one
ENSG00000140379	ENST00000335661.BCL2A1	reg_17536	ENST00000335661.BCL2A1.137	one2one
ENSG00000140379	ENST00000677151.BCL2A1	reg_17536	ENST00000677151.BCL2A1.135	one2one
ENSG00000237330	ENST00000453464.RNF223	reg_16654	ENST00000453464.RNF223.59	one2one
ENSG00000198730	ENST00000361367.CTR9	reg_6617	ENST00000361367.CTR9.37	one2one
ENSG00000101384	ENST00000254958.JAG1	reg_16394	ENST00000254958.JAG1.20	one2one
ENSG00000154721	ENST00000480456.JAM2	reg_4176	ENST00000480456.JAM2.49	one2one
ENSG00000154721	ENST00000400532.JAM2	reg_4176	ENST00000400532.JAM2.49	one2one
ENSG00000154721	ENST00000312957.JAM2	reg_4176	ENST00000312957.JAM2.49	one2one
ENSG00000136156	ENST00000647800.ITM2B	reg_6489	ENST00000647800.ITM2B.11	one2one
ENSG00000197415	ENST00000392833.VEPH1	reg_14758	ENST00000392833.VEPH1.2	one2one
ENSG00000197415	ENST00000362010.VEPH1	reg_14758	ENST00000362010.VEPH1.2	one2one
ENSG00000114030	ENST00000344337.KPNA1	reg_4061	ENST00000344337.KPNA1.13	one2one
ENSG00000106829	ENST00000265284.TLE4	reg_18363	ENST00000265284.TLE4.15	one2one
ENSG00000106829	ENST00000376537.TLE4	reg_18363	ENST00000376537.TLE4.15	one2one
ENSG00000106829	ENST00000376552.TLE4	reg_18363	ENST00000376552.TLE4.15	one2one
ENSG00000106829	ENST00000376544.TLE4	reg_18363	ENST00000376544.TLE4.15	one2one
ENSG00000144802	ENST00000394054.NFKBIZ	reg_14392	ENST00000394054.NFKBIZ.13	one2one
ENSG00000144802	ENST00000326172.NFKBIZ	reg_14392	ENST00000326172.NFKBIZ.13	one2one
ENSG00000144802	ENST00000326151.NFKBIZ	reg_14392	ENST00000326151.NFKBIZ.13	one2one
ENSG00000001460	ENST00000374409.STPG1	reg_12903	ENST00000374409.STPG1.51	one2one
ENSG00000001460	ENST00000003583.STPG1	reg_12903	ENST00000003583.STPG1.51	one2one
ENSG00000164109	ENST00000296509.MAD2L1	reg_19729	ENST00000296509.MAD2L1.4039	one2one
ENSG00000172840	ENST00000311765.PDP2	reg_1415	ENST00000311765.PDP2.38	one2one
ENSG00000168385	ENST00000616972.SEPTIN2	reg_11725	ENST00000616972.SEPTIN2.88	one2one
ENSG00000168385	ENST00000407971.SEPTIN2	reg_11725	ENST00000407971.SEPTIN2.88	one2one
ENSG00000168385	ENST00000391973.SEPTIN2	reg_11725	ENST00000391973.SEPTIN2.88	one2one
ENSG00000168385	ENST00000401990.SEPTIN2	reg_11725	ENST00000401990.SEPTIN2.88	one2one
ENSG00000127564	ENST00000431515.PKMYT1	reg_7068	ENST00000431515.PKMYT1.44	one2one
