hgnc,target_species,ensembl_target_ids,ensembl_gene_names,ensembl_homology_types,ensembl_types_simple,toga_q_genes,toga_q_transcripts,toga_homology_types,has_ensembl,has_toga,type_match,cell_status
HEY1,pan_troglodytes,ENSPTRG00000020364,HEY1,ortholog_one2one,one2one,reg_21410,ENST00000337919.HEY1.7;ENST00000354724.HEY1.7;ENST00000674358.HEY1.7;ENST00000674418.HEY1.7,one2one,TRUE,TRUE,TRUE,Type match
HEY1,rattus_norvegicus,ENSRNOG00000062882,Hey1,ortholog_one2one,one2one,reg_2255,ENST00000337919.HEY1.80;ENST00000354724.HEY1.80;ENST00000674358.HEY1.80;ENST00000674418.HEY1.80,one2one,TRUE,TRUE,TRUE,Type match
HEY2,bos_taurus,ENSBTAG00000000919,HEY2,ortholog_one2one,one2one,reg_453,ENST00000368364.HEY2.16;ENST00000368365.HEY2.16,one2one,TRUE,TRUE,TRUE,Type match
HEY2,canis_lupus_familiaris,ENSCAFG00845000089,HEY2,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
HEY2,gorilla_gorilla,ENSGGOG00000002589,,ortholog_one2one,one2one,reg_17015,ENST00000368364.HEY2.3;ENST00000368365.HEY2.3,one2one,TRUE,TRUE,TRUE,Type match
HEY2,macaca_mulatta,ENSMMUG00000053773,HEY2,ortholog_one2one,one2one,reg_19292,ENST00000368364.HEY2.25;ENST00000368365.HEY2.25,one2one,TRUE,TRUE,TRUE,Type match
HEY2,monodelphis_domestica,ENSMODG00000017701,HEY2,ortholog_one2one,one2one,reg_6620,ENST00000368364.HEY2.1;ENST00000368365.HEY2.1,one2one,TRUE,TRUE,TRUE,Type match
HEY2,mus_musculus,ENSMUSG00000019789,Hey2,ortholog_one2one,one2one,reg_17975,ENST00000368364.HEY2.16;ENST00000368365.HEY2.16,one2one,TRUE,TRUE,TRUE,Type match
HEY2,pan_troglodytes,ENSPTRG00000018574,HEY2,ortholog_one2one,one2one,reg_5116,ENST00000368364.HEY2.3;ENST00000368365.HEY2.3,one2one,TRUE,TRUE,TRUE,Type match
HEY2,rattus_norvegicus,ENSRNOG00000013364,Hey2,ortholog_one2one,one2one,reg_18090,ENST00000368364.HEY2.114;ENST00000368365.HEY2.114,one2one,TRUE,TRUE,TRUE,Type match
HEYL,bos_taurus,ENSBTAG00000008688,HEYL,ortholog_one2one,one2one,reg_11944,ENST00000372852.HEYL.1,one2one,TRUE,TRUE,TRUE,Type match
HEYL,canis_lupus_familiaris,ENSCAFG00845011723,HEYL,ortholog_one2one,one2one,reg_9371,ENST00000372852.HEYL.87,one2one,TRUE,TRUE,TRUE,Type match
HEYL,gorilla_gorilla,ENSGGOG00000008268,HEYL,ortholog_one2one,one2one,reg_7937,ENST00000372852.HEYL.2,one2one,TRUE,TRUE,TRUE,Type match
HEYL,macaca_mulatta,ENSMMUG00000050019,HEYL,ortholog_one2one,one2one,reg_3909,ENST00000372852.HEYL.2,one2one,TRUE,TRUE,TRUE,Type match
HEYL,monodelphis_domestica,ENSMODG00000017653,HEYL,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
HEYL,mus_musculus,ENSMUSG00000032744,Heyl,ortholog_one2one,one2one,reg_13299,ENST00000372852.HEYL.5,one2one,TRUE,TRUE,TRUE,Type match
HEYL,pan_troglodytes,ENSPTRG00000047504,HEYL,ortholog_one2one,one2one,reg_2776,ENST00000372852.HEYL.1,one2one,TRUE,TRUE,TRUE,Type match
HEYL,rattus_norvegicus,ENSRNOG00000015318,Heyl,ortholog_one2one,one2one,reg_12900,ENST00000372852.HEYL.8,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,bos_taurus,ENSBTAG00000020935,HIF1A,ortholog_one2one,one2one,reg_13747,ENST00000323441.HIF1A.12;ENST00000337138.HIF1A.12;ENST00000394997.HIF1A.12;ENST00000539097.HIF1A.12,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,canis_lupus_familiaris,ENSCAFG00845023223,HIF1A,ortholog_one2one,one2one,reg_12108,ENST00000323441.HIF1A.2;ENST00000337138.HIF1A.2;ENST00000394997.HIF1A.2;ENST00000539097.HIF1A.2,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,gorilla_gorilla,ENSGGOG00000003957,HIF1A,ortholog_one2one,one2one,reg_19227,ENST00000323441.HIF1A.19;ENST00000337138.HIF1A.19;ENST00000394997.HIF1A.19;ENST00000539097.HIF1A.19,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,macaca_mulatta,ENSMMUG00000021002,HIF1A,ortholog_one2one,one2one,reg_155;reg_6481,ENST00000323441.HIF1A.12;ENST00000323441.HIF1A.91380;ENST00000337138.HIF1A.12;ENST00000337138.HIF1A.91380;ENST00000394997.HIF1A.12;ENST00000394997.HIF1A.91380;ENST00000539097.HIF1A.12;ENST00000539097.HIF1A.91380,many2many,TRUE,TRUE,FALSE,Type mismatch
HIF1A,monodelphis_domestica,ENSMODG00000008760,HIF1A,ortholog_one2one,one2one,reg_10640,ENST00000323441.HIF1A.41;ENST00000337138.HIF1A.41;ENST00000394997.HIF1A.41;ENST00000539097.HIF1A.41,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,mus_musculus,ENSMUSG00000021109,Hif1a,ortholog_one2one,one2one,reg_16705,ENST00000323441.HIF1A.1;ENST00000337138.HIF1A.1;ENST00000394997.HIF1A.1;ENST00000539097.HIF1A.1,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,pan_troglodytes,ENSPTRG00000006419,HIF1A,ortholog_one2one,one2one,reg_10664,ENST00000323441.HIF1A.15;ENST00000337138.HIF1A.15;ENST00000394997.HIF1A.15;ENST00000539097.HIF1A.15,one2one,TRUE,TRUE,TRUE,Type match
HIF1A,rattus_norvegicus,ENSRNOG00000008292,Hif1a,ortholog_one2one,one2one,reg_15580,ENST00000323441.HIF1A.3;ENST00000337138.HIF1A.3;ENST00000394997.HIF1A.3;ENST00000539097.HIF1A.3,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,bos_taurus,ENSBTAG00000018948,HIF3A,ortholog_one2one,one2one,reg_968,ENST00000244303.HIF3A.52;ENST00000300862.HIF3A.52;ENST00000377670.HIF3A.52;ENST00000600383.HIF3A.52,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,canis_lupus_familiaris,ENSCAFG00845004467,HIF3A,ortholog_one2one,one2one,reg_4339,ENST00000244303.HIF3A.52;ENST00000300862.HIF3A.52;ENST00000377670.HIF3A.52;ENST00000600383.HIF3A.52,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,gorilla_gorilla,ENSGGOG00000007551,HIF3A,ortholog_one2one,one2one,reg_2398,ENST00000244303.HIF3A.23;ENST00000300862.HIF3A.23;ENST00000377670.HIF3A.23;ENST00000600383.HIF3A.23,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,macaca_mulatta,ENSMMUG00000000215,HIF3A,ortholog_one2one,one2one,reg_155;reg_6481,ENST00000244303.HIF3A.26;ENST00000244303.HIF3A.90953;ENST00000300862.HIF3A.26;ENST00000377670.HIF3A.26;ENST00000600383.HIF3A.26;ENST00000600383.HIF3A.90953,many2many,TRUE,TRUE,FALSE,Type mismatch
HIF3A,monodelphis_domestica,,,,,,,one2zero,FALSE,FALSE,,None
HIF3A,mus_musculus,ENSMUSG00000004328,Hif3a,ortholog_one2one,one2one,reg_8434,ENST00000244303.HIF3A.60;ENST00000300862.HIF3A.60;ENST00000377670.HIF3A.60;ENST00000600383.HIF3A.60,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,pan_troglodytes,ENSPTRG00000011180,HIF3A,ortholog_one2one,one2one,reg_5239,ENST00000244303.HIF3A.22;ENST00000300862.HIF3A.22;ENST00000377670.HIF3A.22;ENST00000600383.HIF3A.22,one2one,TRUE,TRUE,TRUE,Type match
HIF3A,rattus_norvegicus,ENSRNOG00000017198,Hif3a,ortholog_one2one,one2one,reg_3429,ENST00000244303.HIF3A.54;ENST00000300862.HIF3A.54;ENST00000377670.HIF3A.54;ENST00000600383.HIF3A.54,one2one,TRUE,TRUE,TRUE,Type match
ID1,bos_taurus,ENSBTAG00000016169,ID1,ortholog_one2one,one2one,reg_4927,ENST00000376105.ID1.20;ENST00000376112.ID1.20,one2one,TRUE,TRUE,TRUE,Type match
ID1,canis_lupus_familiaris,ENSCAFG00845018646,ID1,ortholog_one2one,one2one,reg_16375,ENST00000376105.ID1.24;ENST00000376112.ID1.24,one2one,TRUE,TRUE,TRUE,Type match
ID1,gorilla_gorilla,ENSGGOG00000016121,ID1,ortholog_one2one,one2one,reg_4926,ENST00000376105.ID1.20;ENST00000376112.ID1.20,one2one,TRUE,TRUE,TRUE,Type match
ID1,macaca_mulatta,ENSMMUG00000004403,ID1,ortholog_one2one,one2one,reg_15392,ENST00000376105.ID1.29;ENST00000376112.ID1.29,one2one,TRUE,TRUE,TRUE,Type match
ID1,monodelphis_domestica,ENSMODG00000019496,ID1,ortholog_one2one,one2one,reg_8819,ENST00000376105.ID1.102;ENST00000376112.ID1.102,one2one,TRUE,TRUE,TRUE,Type match
ID1,mus_musculus,ENSMUSG00000042745,Id1,ortholog_one2one,one2one,reg_4472,ENST00000376105.ID1.7;ENST00000376112.ID1.7,one2one,TRUE,TRUE,TRUE,Type match
ID1,pan_troglodytes,ENSPTRG00000013357;ENSPTRG00000050334,ID1,ortholog_one2many,one2many,reg_20782,ENST00000376105.ID1.20;ENST00000376112.ID1.20,one2one,TRUE,TRUE,FALSE,Type mismatch
ID1,rattus_norvegicus,ENSRNOG00000021750,Id1,ortholog_one2one,one2one,reg_1107,ENST00000376105.ID1.10;ENST00000376112.ID1.10,one2one,TRUE,TRUE,TRUE,Type match
ID2,bos_taurus,ENSBTAG00000021187,ID2,ortholog_one2one,one2one,reg_9072,ENST00000234091.ID2.22,one2one,TRUE,TRUE,TRUE,Type match
ID2,canis_lupus_familiaris,ENSCAFG00845022749,ID2,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
ID2,gorilla_gorilla,,,,,reg_540,ENST00000234091.ID2.12,one2one,FALSE,TRUE,,TOGA only
ID2,macaca_mulatta,ENSMMUG00000003237,ID2,ortholog_one2one,one2one,reg_10514,ENST00000234091.ID2.10,one2one,TRUE,TRUE,TRUE,Type match
ID2,monodelphis_domestica,ENSMODG00000014618,ID2,ortholog_one2one,one2one,reg_8806,ENST00000234091.ID2.78,one2one,TRUE,TRUE,TRUE,Type match
ID2,mus_musculus,ENSMUSG00000020644,Id2,ortholog_one2one,one2one,reg_381,ENST00000234091.ID2.33,one2one,TRUE,TRUE,TRUE,Type match
ID2,pan_troglodytes,ENSPTRG00000011632,ID2,ortholog_one2one,one2one,reg_236,ENST00000234091.ID2.11,one2one,TRUE,TRUE,TRUE,Type match
ID2,rattus_norvegicus,ENSRNOG00000007237,Id2,ortholog_one2one,one2one,reg_3092,ENST00000234091.ID2.13,one2one,TRUE,TRUE,TRUE,Type match
ID3,bos_taurus,ENSBTAG00000030425,ID3,ortholog_one2one,one2one,reg_12883,ENST00000374561.ID3.51,one2one,TRUE,TRUE,TRUE,Type match
ID3,canis_lupus_familiaris,ENSCAFG00845015085,ID3,ortholog_one2one,one2one,reg_17123,ENST00000374561.ID3.48,one2one,TRUE,TRUE,TRUE,Type match
ID3,gorilla_gorilla,ENSGGOG00000008431,ID3,ortholog_one2one,one2one,reg_8124,ENST00000374561.ID3.2,one2one,TRUE,TRUE,TRUE,Type match
ID3,macaca_mulatta,ENSMMUG00000043586,ID3,ortholog_one2one,one2one,reg_4714,ENST00000374561.ID3.2,one2one,TRUE,TRUE,TRUE,Type match
ID3,monodelphis_domestica,ENSMODG00000040697,ID3,ortholog_one2one,one2one,reg_3312,ENST00000374561.ID3.89,one2one,TRUE,TRUE,TRUE,Type match
ID3,mus_musculus,ENSMUSG00000007872,Id3,ortholog_one2one,one2one,reg_13178,ENST00000374561.ID3.5,one2one,TRUE,TRUE,TRUE,Type match
ID3,pan_troglodytes,ENSPTRG00000000331,ID3,ortholog_one2one,one2one,reg_2160,ENST00000374561.ID3.1,one2one,TRUE,TRUE,TRUE,Type match
ID3,rattus_norvegicus,ENSRNOG00000026124,Id3,ortholog_one2one,one2one,reg_12671,ENST00000374561.ID3.8,one2one,TRUE,TRUE,TRUE,Type match
ID4,bos_taurus,ENSBTAG00000052562,ID4,ortholog_one2one,one2one,reg_8637,ENST00000378700.ID4.32,one2one,TRUE,TRUE,TRUE,Type match
ID4,canis_lupus_familiaris,ENSCAFG00845016386,ID4,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
ID4,gorilla_gorilla,,,,,reg_17135,ENST00000378700.ID4.3,one2one,FALSE,TRUE,,TOGA only
ID4,macaca_mulatta,ENSMMUG00000014691,ID4,ortholog_one2one,one2one,reg_3789,ENST00000378700.ID4.7,one2one,TRUE,TRUE,TRUE,Type match
ID4,monodelphis_domestica,ENSMODG00000011307,ID4,ortholog_one2one,one2one,reg_2299,ENST00000378700.ID4.19,one2one,TRUE,TRUE,TRUE,Type match
ID4,mus_musculus,ENSMUSG00000021379,Id4,ortholog_one2one,one2one,reg_18169,ENST00000378700.ID4.36,one2one,TRUE,TRUE,TRUE,Type match
ID4,pan_troglodytes,ENSPTRG00000052245,ID4,ortholog_one2one,one2one,reg_5165,ENST00000378700.ID4.3,one2one,TRUE,TRUE,TRUE,Type match
ID4,rattus_norvegicus,ENSRNOG00000016099,Id4,ortholog_one2one,one2one,reg_18986,ENST00000378700.ID4.35,one2one,TRUE,TRUE,TRUE,Type match
LYL1,bos_taurus,ENSBTAG00000019329,LYL1,ortholog_one2one,one2one,reg_12780,ENST00000264824.LYL1.72,one2one,TRUE,TRUE,TRUE,Type match
LYL1,canis_lupus_familiaris,ENSCAFG00845017510;ENSCAFG00845030516,LYL1,ortholog_one2many,one2many,reg_1799,ENST00000264824.LYL1.84,one2one,TRUE,TRUE,FALSE,Type mismatch
LYL1,gorilla_gorilla,ENSGGOG00000023512,LYL1,ortholog_one2one,one2one,reg_3081,ENST00000264824.LYL1.23,one2one,TRUE,TRUE,TRUE,Type match
LYL1,macaca_mulatta,ENSMMUG00000001166,LYL1,ortholog_one2one,one2one,reg_2343,ENST00000264824.LYL1.26,one2one,TRUE,TRUE,TRUE,Type match
LYL1,monodelphis_domestica,ENSMODG00000011593,,ortholog_one2one,one2one,reg_1246,ENST00000264824.LYL1.143,one2one,TRUE,TRUE,TRUE,Type match
LYL1,mus_musculus,ENSMUSG00000034041,Lyl1,ortholog_one2one,one2one,reg_7772,ENST00000264824.LYL1.151,one2one,TRUE,TRUE,TRUE,Type match
LYL1,pan_troglodytes,ENSPTRG00000049311,LYL1,ortholog_one2one,one2one,reg_15320,ENST00000264824.LYL1.22,one2one,TRUE,TRUE,TRUE,Type match
LYL1,rattus_norvegicus,ENSRNOG00000002950,Lyl1,ortholog_one2one,one2one,reg_13001,ENST00000264824.LYL1.175,one2one,TRUE,TRUE,TRUE,Type match
MAX,bos_taurus,ENSBTAG00000017994,MAX,ortholog_one2one,one2one,reg_11358,ENST00000284165.MAX.12;ENST00000358402.MAX.12;ENST00000358664.MAX.12;ENST00000555419.MAX.12;ENST00000556443.MAX.12;ENST00000557746.MAX.12,one2one,TRUE,TRUE,TRUE,Type match
MAX,canis_lupus_familiaris,ENSCAFG00845002666,MAX,ortholog_one2one,one2one,reg_111,ENST00000284165.MAX.2;ENST00000358402.MAX.2;ENST00000358664.MAX.2;ENST00000555419.MAX.2;ENST00000556443.MAX.2;ENST00000557746.MAX.2,one2one,TRUE,TRUE,TRUE,Type match
MAX,gorilla_gorilla,ENSGGOG00000026047,MAX,ortholog_one2one,one2one,reg_18859,ENST00000284165.MAX.19;ENST00000358402.MAX.19;ENST00000358664.MAX.19;ENST00000555419.MAX.19;ENST00000556443.MAX.19;ENST00000557746.MAX.19,one2one,TRUE,TRUE,TRUE,Type match
MAX,macaca_mulatta,ENSMMUG00000004341,MAX,ortholog_one2one,one2one,reg_16444,ENST00000284165.MAX.12;ENST00000358402.MAX.12;ENST00000358664.MAX.12;ENST00000555419.MAX.12;ENST00000556443.MAX.12;ENST00000557746.MAX.12,one2one,TRUE,TRUE,TRUE,Type match
MAX,monodelphis_domestica,ENSMODG00000043844,MAX,ortholog_one2one,one2one,reg_7806,ENST00000284165.MAX.41;ENST00000358402.MAX.41;ENST00000358664.MAX.41;ENST00000555419.MAX.41;ENST00000556443.MAX.41;ENST00000557746.MAX.41,one2one,TRUE,TRUE,TRUE,Type match
MAX,mus_musculus,ENSMUSG00000059436,Max,ortholog_one2one,one2one,reg_80,ENST00000284165.MAX.1;ENST00000358402.MAX.1;ENST00000358664.MAX.1;ENST00000555419.MAX.1;ENST00000556443.MAX.1;ENST00000557746.MAX.1,one2one,TRUE,TRUE,TRUE,Type match
MAX,pan_troglodytes,ENSPTRG00000006449,MAX,ortholog_one2one,one2one,reg_17570,ENST00000284165.MAX.15;ENST00000358402.MAX.15;ENST00000358664.MAX.15;ENST00000555419.MAX.15;ENST00000556443.MAX.15;ENST00000557746.MAX.15,one2one,TRUE,TRUE,TRUE,Type match
MAX,rattus_norvegicus,ENSRNOG00000008049;ENSRNOG00000086388,Max,ortholog_one2many,one2many,reg_2716,ENST00000284165.MAX.3;ENST00000358402.MAX.3;ENST00000358664.MAX.3;ENST00000555419.MAX.3;ENST00000556443.MAX.3;ENST00000557746.MAX.3,one2one,TRUE,TRUE,FALSE,Type mismatch
MESP1,bos_taurus,ENSBTAG00000052215,MESP1,ortholog_one2one,one2one,reg_17520,ENST00000300057.MESP1.89,one2one,TRUE,TRUE,TRUE,Type match
MESP1,canis_lupus_familiaris,ENSCAFG00845000532,MESP1,ortholog_one2one,one2one,reg_5314,ENST00000300057.MESP1.100,one2one,TRUE,TRUE,TRUE,Type match
MESP1,gorilla_gorilla,ENSGGOG00000014946,MESP1,ortholog_one2one,one2one,reg_6486,ENST00000300057.MESP1.15,one2one,TRUE,TRUE,TRUE,Type match
MESP1,macaca_mulatta,ENSMMUG00000010586,MESP1,ortholog_one2one,one2one,reg_16517,ENST00000300057.MESP1.14,one2one,TRUE,TRUE,TRUE,Type match
MESP1,monodelphis_domestica,ENSMODG00000019538;ENSMODG00000024701,MESP2,ortholog_many2many,many2many,reg_11964,ENST00000300057.MESP1.93,one2one,TRUE,TRUE,FALSE,Type mismatch
MESP1,mus_musculus,ENSMUSG00000030544,Mesp1,ortholog_one2one,one2one,reg_8087,ENST00000300057.MESP1.99,one2one,TRUE,TRUE,TRUE,Type match
MESP1,pan_troglodytes,ENSPTRG00000007439,MESP1,ortholog_one2one,one2one,reg_16690,ENST00000300057.MESP1.18,one2one,TRUE,TRUE,TRUE,Type match
MESP1,rattus_norvegicus,ENSRNOG00000014951,Mesp1,ortholog_one2one,one2one,reg_4434,ENST00000300057.MESP1.98,one2one,TRUE,TRUE,TRUE,Type match
MESP2,bos_taurus,ENSBTAG00000027058,MESP2,ortholog_one2one,one2one,reg_15674,ENST00000341735.MESP2.89,one2one,TRUE,TRUE,TRUE,Type match
MESP2,canis_lupus_familiaris,ENSCAFG00845000550,MESP2,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
MESP2,gorilla_gorilla,ENSGGOG00000005683,MESP2,ortholog_one2one,one2one,reg_5554,ENST00000341735.MESP2.15,one2one,TRUE,TRUE,TRUE,Type match
MESP2,macaca_mulatta,ENSMMUG00000003584,MESP2,ortholog_one2one,one2one,reg_408,ENST00000341735.MESP2.14,one2one,TRUE,TRUE,TRUE,Type match
MESP2,monodelphis_domestica,ENSMODG00000019538;ENSMODG00000024701,MESP2,ortholog_many2many,many2many,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
MESP2,mus_musculus,ENSMUSG00000030543,Mesp2,ortholog_one2one,one2one,reg_2423,ENST00000341735.MESP2.99,one2one,TRUE,TRUE,TRUE,Type match
MESP2,pan_troglodytes,ENSPTRG00000007440;ENSPTRG00000050155,MESP2,ortholog_one2many,one2many,reg_18462,ENST00000341735.MESP2.18,one2one,TRUE,TRUE,FALSE,Type mismatch
MESP2,rattus_norvegicus,ENSRNOG00000014925,Mesp2,ortholog_one2one,one2one,reg_17938,ENST00000341735.MESP2.98,one2one,TRUE,TRUE,TRUE,Type match
MITF,bos_taurus,ENSBTAG00000006679,MITF,ortholog_one2one,one2one,reg_15888,ENST00000314589.MITF.23;ENST00000352241.MITF.23;ENST00000394351.MITF.23;ENST00000472437.MITF.23;ENST00000642352.MITF.23,one2one,TRUE,TRUE,TRUE,Type match
MITF,canis_lupus_familiaris,ENSCAFG00845009666,MITF,ortholog_one2one,one2one,reg_1596,ENST00000314589.MITF.4307;ENST00000352241.MITF.4307;ENST00000394351.MITF.4307;ENST00000472437.MITF.4307;ENST00000642352.MITF.4307,one2one,TRUE,TRUE,TRUE,Type match
MITF,gorilla_gorilla,ENSGGOG00000024338,MITF,ortholog_one2one,one2one,reg_11124,ENST00000314589.MITF.1;ENST00000352241.MITF.1;ENST00000394351.MITF.1;ENST00000472437.MITF.1;ENST00000642352.MITF.1,one2one,TRUE,TRUE,TRUE,Type match
MITF,macaca_mulatta,ENSMMUG00000002100,MITF,ortholog_one2one,one2one,reg_10794,ENST00000314589.MITF.27;ENST00000352241.MITF.27;ENST00000394351.MITF.27;ENST00000472437.MITF.27;ENST00000642352.MITF.27,one2one,TRUE,TRUE,TRUE,Type match
MITF,monodelphis_domestica,ENSMODG00000003754,MITF,ortholog_one2one,one2one,reg_9172,ENST00000314589.MITF.17;ENST00000352241.MITF.17;ENST00000394351.MITF.17;ENST00000472437.MITF.17;ENST00000642352.MITF.17,one2one,TRUE,TRUE,TRUE,Type match
MITF,mus_musculus,ENSMUSG00000035158,Mitf,ortholog_one2one,one2one,reg_1251,ENST00000314589.MITF.47;ENST00000352241.MITF.47;ENST00000394351.MITF.47;ENST00000472437.MITF.47;ENST00000642352.MITF.47,one2one,TRUE,TRUE,TRUE,Type match
MITF,pan_troglodytes,ENSPTRG00000015100,MITF,ortholog_one2one,one2one,reg_4267,ENST00000314589.MITF.2;ENST00000352241.MITF.2;ENST00000394351.MITF.2;ENST00000472437.MITF.2;ENST00000642352.MITF.2,one2one,TRUE,TRUE,TRUE,Type match
MITF,rattus_norvegicus,ENSRNOG00000008658,Mitf,ortholog_one2one,one2one,reg_10741,ENST00000314589.MITF.45;ENST00000352241.MITF.45;ENST00000394351.MITF.45;ENST00000472437.MITF.45;ENST00000642352.MITF.45,one2one,TRUE,TRUE,TRUE,Type match
MLX,bos_taurus,ENSBTAG00000046670,MLX,ortholog_one2one,one2one,reg_16738,ENST00000246912.MLX.42;ENST00000346833.MLX.42;ENST00000435881.MLX.42,one2one,TRUE,TRUE,TRUE,Type match
MLX,canis_lupus_familiaris,ENSCAFG00845008619,MLX,ortholog_one2one,one2one,reg_15909,ENST00000246912.MLX.43;ENST00000346833.MLX.43;ENST00000435881.MLX.43,one2one,TRUE,TRUE,TRUE,Type match
MLX,gorilla_gorilla,ENSGGOG00000010869,MLX,ortholog_one2one,one2one,reg_10421,ENST00000246912.MLX.22;ENST00000346833.MLX.22;ENST00000435881.MLX.22,one2one,TRUE,TRUE,TRUE,Type match
MLX,macaca_mulatta,ENSMMUG00000009887,MLX,ortholog_one2one,one2one,reg_12027,ENST00000246912.MLX.23;ENST00000346833.MLX.23;ENST00000435881.MLX.23,one2one,TRUE,TRUE,TRUE,Type match
MLX,monodelphis_domestica,ENSMODG00000049716,MLX,ortholog_one2one,one2one,reg_4785,ENST00000246912.MLX.30;ENST00000346833.MLX.30;ENST00000435881.MLX.30,one2one,TRUE,TRUE,TRUE,Type match
MLX,mus_musculus,ENSMUSG00000017801,Mlx,ortholog_one2one,one2one,reg_12640,ENST00000246912.MLX.21;ENST00000346833.MLX.21;ENST00000435881.MLX.21,one2one,TRUE,TRUE,TRUE,Type match
MLX,pan_troglodytes,ENSPTRG00000009208,MLX,ortholog_one2one,one2one,reg_1682,ENST00000246912.MLX.28;ENST00000346833.MLX.28;ENST00000435881.MLX.28,one2one,TRUE,TRUE,TRUE,Type match
MLX,rattus_norvegicus,ENSRNOG00000019983,Mlx,ortholog_one2one,one2one,reg_6998,ENST00000246912.MLX.19;ENST00000346833.MLX.19;ENST00000435881.MLX.19,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,bos_taurus,ENSBTAG00000004189,MLXIP,ortholog_one2one,one2one,reg_9679,ENST00000319080.MLXIP.50,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,canis_lupus_familiaris,ENSCAFG00845022983,MLXIP,ortholog_one2one,one2one,reg_12426,ENST00000319080.MLXIP.89,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,gorilla_gorilla,ENSGGOG00000022345,MLXIP,ortholog_one2one,one2one,reg_15557,ENST00000319080.MLXIP.11,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,macaca_mulatta,ENSMMUG00000012652,MLXIP,ortholog_one2one,one2one,reg_3162;reg_4934,ENST00000319080.MLXIP.6;ENST00000319080.MLXIP.82873,many2many,TRUE,TRUE,FALSE,Type mismatch
MLXIP,monodelphis_domestica,ENSMODG00000012174,MLXIP,ortholog_one2one,one2one,reg_1099,ENST00000319080.MLXIP.120,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,mus_musculus,ENSMUSG00000038342,Mlxip,ortholog_one2one,one2one,reg_4159,ENST00000319080.MLXIP.94,one2one,TRUE,TRUE,TRUE,Type match
MLXIP,pan_troglodytes,ENSPTRG00000005573,MLXIP,ortholog_one2one,one2one,reg_11572;reg_9091,ENST00000319080.MLXIP.16;ENST00000319080.MLXIP.214061,many2many,TRUE,TRUE,FALSE,Type mismatch
MLXIP,rattus_norvegicus,ENSRNOG00000001255,Mlxip,ortholog_one2one,one2one,reg_15996,ENST00000319080.MLXIP.95,one2one,TRUE,TRUE,TRUE,Type match
MLXIPL,bos_taurus,ENSBTAG00000009153,MLXIPL,ortholog_one2one,one2one,reg_4426,ENST00000313375.MLXIPL.157;ENST00000354613.MLXIPL.157;ENST00000414749.MLXIPL.157;ENST00000429400.MLXIPL.157;ENST00000434326.MLXIPL.157,one2one,TRUE,TRUE,TRUE,Type match
MLXIPL,canis_lupus_familiaris,ENSCAFG00845003394,MLXIPL,ortholog_one2one,one2one,reg_2861,ENST00000313375.MLXIPL.160;ENST00000354613.MLXIPL.160;ENST00000414749.MLXIPL.160;ENST00000429400.MLXIPL.160;ENST00000434326.MLXIPL.160,one2one,TRUE,TRUE,TRUE,Type match
MLXIPL,gorilla_gorilla,ENSGGOG00000016962,MLXIPL,ortholog_one2one,one2one,reg_3959,ENST00000313375.MLXIPL.8;ENST00000354613.MLXIPL.8;ENST00000414749.MLXIPL.8;ENST00000429400.MLXIPL.8;ENST00000434326.MLXIPL.8,one2one,TRUE,TRUE,TRUE,Type match
MLXIPL,macaca_mulatta,ENSMMUG00000030377,MLXIPL,ortholog_one2one,one2one,reg_3162;reg_4934,ENST00000313375.MLXIPL.125477;ENST00000313375.MLXIPL.69;ENST00000354613.MLXIPL.125477;ENST00000354613.MLXIPL.69;ENST00000414749.MLXIPL.125477;ENST00000414749.MLXIPL.69;ENST00000429400.MLXIPL.125477;ENST00000429400.MLXIPL.69;ENST00000434326.MLXIPL.69,many2many,TRUE,TRUE,FALSE,Type mismatch
MLXIPL,monodelphis_domestica,ENSMODG00000043689,,ortholog_one2one,one2one,reg_4755,ENST00000414749.MLXIPL.235;ENST00000429400.MLXIPL.235,one2one,TRUE,TRUE,TRUE,Type match
